atletas.nome;atletas.atleta_id;atletas.rodada_id;atletas.posicao_id;atletas.status_id;pontos.rodada.ant;atletas.preco_num;atletas.media_num;atletas.clube.id.full.name;FC;FD;FF;FS;G;I;RB;CA;PE;A;SG;DD;FT;GS;CV;GC;PP;DP;jogou.partida.ant;vitoria.ou.derrota.ant;confronto.ant;resultado.partida;confronto.atual;pontuacao_rodada_anterior_ADV;sede.rodada.atual;classificacao
Raniel Santana de Vasconcelos;86797;28;ata;Provável;0.3;6.63;2.98;Cruzeiro;2;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;sim;derrota ;Palmeiras ;1 x 3;Ceará ;58.8;casa;ruim
David Correa da Fonseca;90309;28;ata;Provável;-1.1;3.13;0.99;Cruzeiro;1;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;sim;derrota ;Palmeiras ;1 x 3;Ceará ;58.8;casa;ruim
Dorival Silvestre Júnior;40990;28;tec;Provável ;4.04;14.15;6.27;Flamengo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;empate ;Bahia ;0 x 0;Corinthians ;64.8;fora;bom
Éverton Augusto de Barros Ribeiro;51772;28;mei;Provável ;-2.2;7.81;4.44;Flamengo;1;0;0;1;0;1;1;1;4;0;0;0;0;0;0;0;0;0;sim;empate ;Bahia ;0 x 0;Corinthians ;64.8;fora;bom
Réver Humberto Alves Araújo;52253;28;zag;Provável ;6.6;15.69;5.82;Flamengo;0;0;0;2;0;0;1;0;3;0;1;0;0;0;0;0;0;0;sim;empate ;Bahia ;0 x 0;Corinthians ;64.8;fora;bom
Marcos Rogério Ricci Lopes;62086;28;lat;Provável ;3.9;3.86;2.43;Flamengo;2;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;sim;empate ;Bahia ;0 x 0;Corinthians ;64.8;fora;ruim
Gustavo Leonardo Cuellar Gallego;71709;28;mei;Provável ;5.9;9.84;3.91;Flamengo;2;0;0;0;0;0;5;0;2;0;0;0;0;0;0;0;0;0;sim;empate ;Bahia ;0 x 0;Corinthians ;64.8;fora;ruim
César Bernardo Dutra;78086;28;gol;Provável ;4.4;5.06;3.23;Flamengo;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;sim;empate ;Bahia ;0 x 0;Corinthians ;64.8;fora;exelente
Fernando Uribe Hincapião;78415;28;ata;Provável ;0.0;6.98;2.54;Flamengo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Bahia ;0 x 0;Corinthians ;64.8;fora;ruim
Victor Vinícius  Coelho dos Santos;78435;28;ata;Provável ;2.5;14.52;4.81;Flamengo;2;3;0;1;0;0;1;0;7;0;0;0;0;0;0;0;0;0;sim;empate ;Bahia ;0 x 0;Corinthians ;64.8;fora;bom
Renê Rodrigues Martins;78445;28;lat;Provável ;6.5;16.67;6.99;Flamengo;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;sim;empate ;Bahia ;0 x 0;Corinthians ;64.8;fora;exelente
Willian Souza Arão da Silva;78478;28;mei;Provável ;4.8;4.25;2.53;Flamengo;2;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;sim;empate ;Bahia ;0 x 0;Corinthians ;64.8;fora;ruim
Leonardo Campos Duarte da Silva;94214;28;zag;Provável ;3.7;10.06;4.31;Flamengo;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;sim;empate ;Bahia ;0 x 0;Corinthians ;64.8;fora;bom
Lucas Tolentino Coelho de Lima;94930;28;mei;Provável ;3.2;23.34;7.62;Flamengo;1;1;0;5;0;0;1;0;5;0;0;0;0;0;0;0;0;0;sim;empate ;Bahia ;0 x 0;Corinthians ;64.8;fora;exelente
Júlio CésarJacobi;49673;28;gol;Provável;-2.0;6.12;3.14;Fluminense;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;sim;derrota ;Grêmio ;0 x 1;Paraná ;0.0;casa;bom
Marcelo de Oliveira Santos;62136;28;tec;Provável;3.41;11.89;4.2;Fluminense;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;derrota ;Grêmio ;0 x 1;Paraná ;0.0;casa;bom
Rodrigo Júnior Paula Silva;68886;28;zag;Provável;2.3;7.18;3.54;Fluminense;3;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;sim;derrota ;Grêmio ;0 x 1;Paraná ;0.0;casa;exelente
Welington Pereira Rodrigues;68887;28;zag;Provável;0.0;6.6;2.85;Fluminense;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;nao;derrota ;Grêmio ;0 x 1;Paraná ;0.0;casa;bom
Jadson Alves dos Santos;80129;28;mei;Provável;0.0;10.07;2.41;Fluminense;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Grêmio ;0 x 1;Paraná ;0.0;casa;exelente
Marcos Junio Lima dos Santos;80188;28;ata;Provável;0.9;6.93;2.61;Fluminense;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;sim;derrota ;Grêmio ;0 x 1;Paraná ;0.0;casa;bom
Luciano da Rocha Neves;80287;28;ata;Provável;1.3;6.17;3.37;Fluminense;1;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;sim;derrota ;Grêmio ;0 x 1;Paraná ;0.0;casa;bom
Richard Cándido Coelho;86711;28;mei;Provável;7.9;16.17;4.71;Fluminense;1;1;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;sim;derrota ;Grêmio ;0 x 1;Paraná ;0.0;casa;bom
Ayrton Lucas Dantas de Medeiros;88393;28;lat;Provável;3.6;11.39;4.84;Fluminense;0;1;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;sim;derrota ;Grêmio ;0 x 1;Paraná ;0.0;casa;bom
Douglas Moreira Fagundes;89883;28;mei;Dúvida;1.0;3.06;1.91;Fluminense;2;0;1;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;sim;derrota ;Grêmio ;0 x 1;Paraná ;0.0;casa;ruim
Everaldo Silva do Nascimento;91151;28;ata;Provável;4.2;6.78;4.73;Fluminense;1;0;1;3;0;0;2;0;2;0;0;0;0;0;0;0;0;0;sim;derrota ;Grêmio ;0 x 1;Paraná ;0.0;casa;exelente
Mateus Norton Gomes Chaves;94336;28;mei;Dúvida;3.0;2.85;2.01;Fluminense;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;sim;derrota ;Grêmio ;0 x 1;Paraná ;0.0;casa;ruim
Roger Ibañaez da Silva;97803;28;zag;Provável;6.3;5.93;3.21;Fluminense;0;0;0;3;0;0;4;0;4;0;0;0;0;0;0;0;0;0;sim;derrota ;Grêmio ;0 x 1;Paraná ;0.0;casa;bom
Cícero Santos;37688;28;mei;Provável;0.0;5.83;2.46;Grêmio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Fluminense ;1 x 0;Bahia ;57.82;casa;ruim
Leonardo da Silva Moura;37701;28;lat;Dúvida;0.0;12.33;5.75;Grêmio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Fluminense ;1 x 0;Bahia ;57.82;casa;ruim
Maicon Thiago Pereira de Souza;38196;28;mei;Provável;5.3;7.88;3.54;Grêmio;0;1;0;1;0;0;3;0;3;0;0;0;0;0;0;0;0;0;sim;vitoria ;Fluminense ;1 x 0;Bahia ;57.82;casa;ruim
Renato Portaluppi;41929;28;tec;Provável;6.17;15.28;5.0;Grêmio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;vitoria ;Fluminense ;1 x 0;Bahia ;57.82;casa;ruim
Jael Ferreira Vieira;60859;28;ata;Provável;0.0;4.75;3.19;Grêmio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Fluminense ;1 x 0;Bahia ;57.82;casa;bom
Paulo Victor Mileo Vidotti;68873;28;gol;Provável;11.0;6.24;3.63;Grêmio;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;sim;vitoria ;Fluminense ;1 x 0;Bahia ;57.82;casa;ruim
Mário Sérgio Santos Costa ;68952;28;ata;Dúvida;0.0;10.64;3.99;Grêmio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Fluminense ;1 x 0;Bahia ;57.82;casa;ruim
Bruno Cortes Barbosa;72079;28;lat;Dúvida;0.0;14.54;5.52;Grêmio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Fluminense ;1 x 0;Bahia ;57.82;casa;ruim
Matheus Simonete Bressanelli;72491;28;zag;Provável;9.2;11.13;5.43;Grêmio;0;0;0;0;0;0;3;0;1;0;1;0;0;0;0;0;0;0;sim;vitoria ;Fluminense ;1 x 0;Bahia ;57.82;casa;ruim
Ramiro Moschen Benetti;78715;28;mei;Dúvida;0.0;3.67;0.83;Grêmio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Fluminense ;1 x 0;Bahia ;57.82;casa;ruim
Pedro Tonon Geromel;80853;28;zag;Provável;0.0;15.67;7.28;Grêmio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Fluminense ;1 x 0;Bahia ;57.82;casa;ruim
Alisson Euler de Freitas Castro;81845;28;mei;Provável;-3.4;7.97;3.26;Grêmio;2;0;1;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;sim;vitoria ;Fluminense ;1 x 0;Bahia ;57.82;casa;bom
Luan Guilherme de Jesus Vieira;86759;28;ata;Provável;0.0;15.29;5.5;Grêmio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Fluminense ;1 x 0;Bahia ;57.82;casa;bom
Leonardo Gomes daConceição Silva;86973;28;lat;Dúvida;7.0;3.7;5.82;Grêmio;1;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;sim;vitoria ;Fluminense ;1 x 0;Bahia ;57.82;casa;ruim
Eduardo Gabriel Aquino Cossa;91201;28;ata;Dúvida;0.5;3.29;2.65;Grêmio;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;sim;vitoria ;Fluminense ;1 x 0;Bahia ;57.82;casa;ruim
Luis Antônio da Rocha Junior;94968;28;lat;Dúvida;0.0;5.86;5.28;Grêmio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Fluminense ;1 x 0;Bahia ;57.82;casa;bom
Edenílson Andrade Dos Santos;63289;28;mei;Provável;4.2;9.37;2.89;Internacional;1;0;0;1;0;0;2;1;6;1;0;0;0;0;0;0;0;0;sim;vitoria ;Vitória ;2 x 1;Sport ;11.24;fora ;ruim
Marcelo Lomba do Nascimento;68872;28;gol;Provável;-2.0;8.08;6.11;Internacional;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;sim;vitoria ;Vitória ;2 x 1;Sport ;11.24;fora ;ruim
Leandro Damião da Silva dos Santos;68953;28;ata;Provável;6.1;8.19;3.2;Internacional;1;0;0;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;sim;vitoria ;Vitória ;2 x 1;Sport ;11.24;fora ;ruim
William de Oliveira Pottker;77809;28;ata;Provável;-0.1;5.05;3.41;Internacional;4;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;sim;vitoria ;Vitória ;2 x 1;Sport ;11.24;fora ;ruim
Rodrigo Dourado Cunha;78865;28;mei;Provável;2.2;10.45;3.76;Internacional;3;0;0;2;0;0;2;0;1;0;0;0;0;0;0;0;0;0;sim;vitoria ;Vitória ;2 x 1;Sport ;11.24;fora ;ruim
Víctor Leandro Cuesta;79113;28;zag;Provável;3.0;17.57;6.74;Internacional;1;0;1;1;0;0;3;1;1;0;0;0;0;0;0;0;0;0;sim;vitoria ;Vitória ;2 x 1;Sport ;11.24;fora ;ruim
Fabiano Leissmann;79887;28;lat;Provável;1.6;7.66;3.24;Internacional;1;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;sim;vitoria ;Vitória ;2 x 1;Sport ;11.24;fora ;ruim
Patrick Bezerra do Nascimento;83433;28;mei;Provável;0.0;17.43;6.28;Internacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Vitória ;2 x 1;Sport ;11.24;fora ;bom
Nicolás Federico López Alonso;84709;28;ata;Provável;7.2;16.73;5.63;Internacional;1;1;3;5;0;1;2;0;3;0;0;0;0;0;0;0;0;0;sim;vitoria ;Vitória ;2 x 1;Sport ;11.24;fora ;exelente
Emerson Raymundo Santos;86972;28;zag;Provável;-4.3;4.0;4.55;Internacional;2;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;sim;vitoria ;Vitória ;2 x 1;Sport ;11.24;fora ;ruim
Odair Hellmann;92273;28;tec;Provável;2.86;12.12;4.94;Internacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;vitoria ;Vitória ;2 x 1;Sport ;11.24;fora ;ruim
Iago Amaral Borduchi;97868;28;lat;Provável;5.7;10.86;4.66;Internacional;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;sim;vitoria ;Vitória ;2 x 1;Sport ;11.24;fora ;ruim
Eduardo Luiz Abonizio de Souza;37657;28;zag;Provável;0.0;6.15;1.62;Palmeiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Cruzeiro;3 x 1;São Paulo ;29.45;fora;ruim
Willian Gomes de Siqueira;42116;28;ata;Provável;3.8;11.25;5.38;Palmeiras;2;0;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;sim;vitoria ;Cruzeiro;3 x 1;São Paulo ;29.45;fora;ruim
Luiz Felipe Scolari;43618;28;tec;Provável;3.85;14.85;5.88;Palmeiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;vitoria ;Cruzeiro;3 x 1;São Paulo ;29.45;fora;bom
Jean Raphael Vanderlei Moreira;62047;28;lat;Dúvida;0.0;7.0;3.13;Palmeiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Cruzeiro;3 x 1;São Paulo ;29.45;fora;ruim
Moisés lima Magalhães;63158;28;mei;Provável;-2.0;6.18;2.77;Palmeiras;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;sim;vitoria ;Cruzeiro;3 x 1;São Paulo ;29.45;fora;ruim
Eduardo Pereira Rodrigues;68920;28;ata;Provável;9.7;15.27;5.28;Palmeiras;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;sim;vitoria ;Cruzeiro;3 x 1;São Paulo ;29.45;fora;bom
Diogo Barbosa Mendanha;70916;28;lat;Dúvida;0.0;9.09;3.24;Palmeiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Cruzeiro;3 x 1;São Paulo ;29.45;fora;ruim
Bruno Henrique Corsini;70944;28;mei;Provável;3.8;10.24;4.42;Palmeiras;1;0;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;sim;vitoria ;Cruzeiro;3 x 1;São Paulo ;29.45;fora;ruim
Weverton Pereira da Silva;71631;28;gol;Provável;0.0;9.57;4.61;Palmeiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Cruzeiro;3 x 1;São Paulo ;29.45;fora;exelente
Thiago dos Santos;78855;28;mei;Provável;0.0;8.06;4.39;Palmeiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Cruzeiro;3 x 1;São Paulo ;29.45;fora;ruim
Antônio Carlos Cunha Capocasali Júnior;79702;28;zag;Provável;0.0;8.19;3.16;Palmeiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Cruzeiro;3 x 1;São Paulo ;29.45;fora;ruim
Mayke Rocha de Oliveira;81150;28;lat;Provável;0.2;7.46;4.44;Palmeiras;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;sim;vitoria ;Cruzeiro;3 x 1;São Paulo ;29.45;fora;bom
Deyverson Brum Silva Acosta;92708;28;ata;Provável;0.0;4.93;3.56;Palmeiras;3;0;1;5;0;2;1;1;1;0;0;0;0;0;0;0;0;0;nao;vitoria ;Cruzeiro;3 x 1;São Paulo ;29.45;fora;bom
José Maria Ortigoza Ortiz;68810;28;ata;Provável;-0.3;3.6;0.64;Paraná;2;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;sim;empate ;Vasco ;1 x 1;Fluminense ;40.91;fora;ruim
Silvio José Cardoso Reis Junior;71799;28;ata;Provável;3.0;7.82;3.74;Paraná;1;1;3;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;sim;empate ;Vasco ;1 x 1;Fluminense ;40.91;fora;ruim
Renê Ferreira dos Santos;73978;28;zag;Provável;0.0;4.74;2.23;Paraná;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Vasco ;1 x 1;Fluminense ;40.91;fora;ruim
Richard de Oliveira da Costa;78851;28;gol;Provável;3.7;3.45;1.81;Paraná;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;sim;empate ;Vasco ;1 x 1;Fluminense ;40.91;fora;ruim
Nadson da Silva Almeida;80140;28;mei;Dúvida;0.0;2.59;2.4;Paraná;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Vasco ;1 x 1;Fluminense ;40.91;fora;ruim
Claudinei dos Santos Oliveira;84761;28;tec;Provável;2.85;8.48;3.19;Paraná;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;empate ;Vasco ;1 x 1;Fluminense ;40.91;fora;ruim
Alex Paulo Menezes Santana;85465;28;mei;Provável;16.1;4.59;3.57;Paraná;1;1;5;2;1;0;2;0;2;0;0;0;0;0;0;0;0;0;sim;empate ;Vasco ;1 x 1;Fluminense ;40.91;fora;ruim
Leandro Vilela Sales Teixeira;88687;28;mei;Dúvida;0.4;4.37;2.0;Paraná;1;0;2;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;sim;empate ;Vasco ;1 x 1;Fluminense ;40.91;fora;ruim
Jesiel Cardoso Miranda;91156;28;zag;Provável;1.9;2.88;1.41;Paraná;2;0;0;1;0;0;2;0;2;0;0;0;0;0;0;0;0;0;sim;empate ;Vasco ;1 x 1;Fluminense ;40.91;fora;ruim
Igor Aquino da Silva;91639;28;lat;Provável;0.0;2.3;2.19;Paraná;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Vasco ;1 x 1;Fluminense ;40.91;fora;ruim
Carlos Jamisson Teles dos Santos Júnior;94935;28;lat;Provável;0.5;1.7;0.5;Paraná;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;sim;empate ;Vasco ;1 x 1;Fluminense ;40.91;fora;ruim
Ozealisson Santos Gomes;95210;28;lat;Provável;0.0;8.21;5.43;Paraná;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Vasco ;1 x 1;Fluminense ;40.91;fora;ruim
Jhony Douglas Santiago;95484;28;mei;Dúvida;0.0;1.96;-0.43;Paraná;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Vasco ;1 x 1;Fluminense ;40.91;fora;ruim
Deivid Anacleto de Souza;97155;28;ata;Dúvida;-1.5;1.82;0.04;Paraná;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;sim;empate ;Vasco ;1 x 1;Fluminense ;40.91;fora;ruim
Renato Dirnei Florâncio;38908;28;mei;Dúvida;0.0;5.82;1.38;Santos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Atlético-PR;1 x 0;Vitória ;-11.56;fora;ruim
Alexi Stival;42411;28;tec;Provável;5.26;11.24;4.85;Santos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;vitoria ;Atlético-PR;1 x 0;Vitória ;-11.56;fora;bom
Vanderlei Farias da Silva;62121;28;gol;Provável;11.0;15.64;4.12;Santos;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;sim;vitoria ;Atlético-PR;1 x 0;Vitória ;-11.56;fora;bom
José Rodolfo Pires Ribeiro;68727;28;lat;Provável;6.8;15.2;5.61;Santos;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;sim;vitoria ;Atlético-PR;1 x 0;Vitória ;-11.56;fora;exelente
Victor Ferraz Macedo;70046;28;lat;Provável;8.1;10.81;5.13;Santos;0;0;0;2;0;0;2;0;3;0;1;0;0;0;0;0;0;0;sim;vitoria ;Atlético-PR;1 x 0;Vitória ;-11.56;fora;bom
Derlis Alberto González Galeano;75372;28;ata;Provável;1.0;8.62;3.65;Santos;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;sim;vitoria ;Atlético-PR;1 x 0;Vitória ;-11.56;fora;ruim
Gustavo Henrique Vernes;78248;28;zag;Provável;5.7;6.43;4.33;Santos;1;0;0;1;0;0;2;1;1;0;1;0;0;0;0;0;0;0;sim;vitoria ;Atlético-PR;1 x 0;Vitória ;-11.56;fora;bom
Luiz Felipe do Nascimento dos Santos;79035;28;zag;Dúvida;5.5;4.01;2.6;Santos;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;sim;vitoria ;Atlético-PR;1 x 0;Vitória ;-11.56;fora;bom
Carlos Andrés Sanchez Arcosa;81677;28;mei;Provável;6.6;10.74;4.39;Santos;1;2;0;1;1;0;0;1;6;0;0;0;0;0;0;0;0;0;sim;vitoria ;Atlético-PR;1 x 0;Vitória ;-11.56;fora;bom
Gabriel Barbosa Almeida;83257;28;ata;Provável;0.0;14.78;6.13;Santos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Atlético-PR;1 x 0;Vitória ;-11.56;fora;bom
Bruno Henrique Pinto;90285;28;ata;Provável;-0.1;8.42;1.35;Santos;1;0;0;3;0;1;0;0;2;0;0;0;0;0;0;0;0;0;sim;vitoria ;Atlético-PR;1 x 0;Vitória ;-11.56;fora;ruim
Yuri Oliveira Lima;90569;28;mei;Dúvida;0.0;2.9;-1.85;Santos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Atlético-PR;1 x 0;Vitória ;-11.56;fora;ruim
Lucas Veríssimo da Silva;93368;28;zag;Dúvida;0.0;8.17;1.98;Santos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Atlético-PR;1 x 0;Vitória ;-11.56;fora;ruim
Diego Cristiano Evaristo;94156;28;mei;Provável;1.2;3.95;2.87;Santos;1;0;1;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;sim;vitoria ;Atlético-PR;1 x 0;Vitória ;-11.56;fora;ruim
Michel Fernandes Bastos;37607;28;mei;Provável;9.5;5.65;2.87;Sport;2;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;sim;derrota ;Atlético-MG;2 x 5;Internacional ;34.36;casa;bom
Alessandro Beti Rosa;41218;28;gol;Provável;-4.0;7.06;1.95;Sport;0;0;0;0;0;0;0;0;0;0;0;2;0;5;0;0;0;0;sim;derrota ;Atlético-MG;2 x 5;Internacional ;34.36;casa;ruim
Ronaldo Luiz Alves;68950;28;zag;Provável;2.2;5.93;2.39;Sport;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;sim;derrota ;Atlético-MG;2 x 5;Internacional ;34.36;casa;ruim
Fellipe Ramos Ignez Bastos;70116;28;mei;Provável;0.0;8.63;3.92;Sport;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Atlético-MG;2 x 5;Internacional ;34.36;casa;ruim
Gabriel Santana Pinto;73515;28;mei;Provável;-1.3;6.82;2.96;Sport;0;0;1;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;sim;derrota ;Atlético-MG;2 x 5;Internacional ;34.36;casa;ruim
Marcos Antônio Almeida Silva;78856;28;mei;Provável;-0.9;3.78;2.06;Sport;4;0;0;2;0;0;2;1;3;0;0;0;0;0;0;0;0;0;sim;derrota ;Atlético-MG;2 x 5;Internacional ;34.36;casa;ruim
Johnath Marlone Azevedo da Silva;80944;28;mei;Provável;0.7;8.59;2.69;Sport;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;sim;derrota ;Atlético-MG;2 x 5;Internacional ;34.36;casa;ruim
Raul Prata;84855;28;lat;Provável;6.9;7.24;2.76;Sport;0;0;0;2;0;0;1;0;2;1;0;0;0;0;0;0;0;0;sim;derrota ;Atlético-MG;2 x 5;Internacional ;34.36;casa;ruim
Milton Mendes;86486;28;tec;Provável;0.94;7.37;2.33;Sport;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;derrota ;Atlético-MG;2 x 5;Internacional ;34.36;casa;ruim
Evandro Lima de Oliveira Filho;91001;28;lat;Provável;0.0;3.86;7.7;Sport;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Atlético-MG;2 x 5;Internacional ;34.36;casa;ruim
Adryelson Shawann Lima Silva;91664;28;zag;Provável;8.0;3.7;8.0;Sport;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Atlético-MG;2 x 5;Internacional ;34.36;casa;bom
Mateus Gonçalves Martins;103076;28;ata;Provável;-0.6;2.92;1.85;Sport;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;sim;derrota ;Atlético-MG;2 x 5;Internacional ;34.36;casa;bom
Anderson Luiz de Carvalho;38913;28;mei;Provável;0.2;10.03;4.62;São Paulo;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;sim;empate ;Botafogo ;2 x 2;Palmeiras ;46.25;casa;ruim
Hudson Rodrigues dos Santos;50324;28;mei;Provável;0.2;10.35;3.93;São Paulo;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;sim;empate ;Botafogo ;2 x 2;Palmeiras ;46.25;casa;bom
Anderson Vieira Martins;52618;28;zag;Provável;-0.1;7.5;3.61;São Paulo;2;0;0;1;0;0;2;1;2;0;0;0;0;0;0;0;0;0;sim;empate ;Botafogo ;2 x 2;Palmeiras ;46.25;casa;ruim
Jucilei da Silva;63422;28;mei;Provável;-0.2;8.2;3.83;São Paulo;3;0;0;2;0;0;1;0;4;0;0;0;0;0;0;0;0;0;sim;empate ;Botafogo ;2 x 2;Palmeiras ;46.25;casa;ruim
Diego Souza de Andrade;68911;28;mei;Provável;10.4;11.55;4.73;São Paulo;2;1;1;2;1;1;1;0;2;0;0;0;0;0;0;0;0;0;sim;empate ;Botafogo ;2 x 2;Palmeiras ;46.25;casa;ruim
Sidney Aparecido Ramos da Silva;70222;28;gol;Provável;-1.6;9.88;3.11;São Paulo;0;0;0;0;0;0;0;0;2;0;0;1;0;2;0;0;0;0;sim;empate ;Botafogo ;2 x 2;Palmeiras ;46.25;casa;ruim
Joao Robin Rojas Mendoza;70784;28;ata;Provável;6.8;10.69;5.26;São Paulo;0;2;0;4;0;0;2;0;2;0;0;0;0;0;0;0;0;0;sim;empate ;Botafogo ;2 x 2;Palmeiras ;46.25;casa;bom
