atletas.nome;atletas.atleta_id;atletas.rodada_id;atletas.posicao_id;atletas.status_id;pontos.rodada.ant;atletas.preco_num;atletas.media_num;atletas.clube.id.full.name;FC;FD;FF;FS;G;I;RB;CA;PE;A;SG;DD;FT;GS;CV;GC;PP;DP;jogou.partida.ant;vitoria.ou.derrota.ant;confronto.ant;resultado.partida;confronto.atual;pontuacao_rodada_anterior_ADV;sede.rodada.atual;classificacao
Éverton Augusto de Barros Ribeiro;51772;29;mei;Provável ;6.1;8.42;4.62;Flamengo;1;0;0;3;0;0;5;0;8;0;0;0;0;0;0;0;0;0;sim;vitoria ;Corinthians ;3 x 0;Fluminense ;119.35;casa;bom
Réver Humberto Alves Araújo;52253;29;zag;Dúvida;6.4;15.62;5.82;Flamengo;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;sim;vitoria ;Corinthians ;3 x 0;Fluminense ;119.35;casa;bom
Marcos Rogério Ricci Lopes;62086;29;lat;Provável ;3.7;3.9;2.53;Flamengo;3;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;sim;vitoria ;Corinthians ;3 x 0;Fluminense ;119.35;casa;ruim
Gustavo Leonardo Cuellar Gallego;71709;29;mei;Provável ;3.7;10.28;4.02;Flamengo;1;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;sim;vitoria ;Corinthians ;3 x 0;Fluminense ;119.35;casa;bom
César Bernardo Dutra;78086;29;gol;Provável ;11.1;4.77;4.18;Flamengo;0;0;0;0;0;0;0;1;3;0;1;3;0;0;0;0;0;0;sim;vitoria ;Corinthians ;3 x 0;Fluminense ;119.35;casa;bom
Fernando Uribe Hincapião;78415;29;ata;Provável ;3.8;10.01;3.97;Flamengo;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;sim;vitoria ;Corinthians ;3 x 0;Fluminense ;119.35;casa;exelente
Victor Vinícius  Coelho dos Santos;78435;29;ata;Provável ;6.5;15.28;5.21;Flamengo;3;0;2;1;0;0;2;0;7;1;0;0;0;0;0;0;0;0;sim;vitoria ;Corinthians ;3 x 0;Fluminense ;119.35;casa;bom
Renê Rodrigues Martins;78445;29;lat;Provável ;21.0;15.02;7.08;Flamengo;0;1;0;1;1;0;5;0;4;0;1;0;0;0;0;0;0;0;sim;vitoria ;Corinthians ;3 x 0;Fluminense ;119.35;casa;bom
Willian Souza Arão da Silva;78478;29;mei;Provável ;1.4;4.72;2.63;Flamengo;3;0;1;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;sim;vitoria ;Corinthians ;3 x 0;Fluminense ;119.35;casa;ruim
Leonardo Campos Duarte da Silva;94214;29;zag;Provável ;10.0;10.9;4.69;Flamengo;2;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;sim;vitoria ;Corinthians ;3 x 0;Fluminense ;119.35;casa;exelente
Lucas Tolentino Coelho de Lima;94930;29;mei;Provável ;16.5;21.3;7.46;Flamengo;2;2;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;sim;vitoria ;Corinthians ;3 x 0;Fluminense ;119.35;casa;ruim
Júlio CésarJacobi;49673;29;gol;Provável;5.0;4.28;2.82;Fluminense;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;sim;vitoria ;Paraná ;4 x 0;Flamengo ;0.0;fora;ruim
Marcelo de Oliveira Santos;62136;29;tec;Provável;9.95;10.48;4.01;Fluminense;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;vitoria ;Paraná ;4 x 0;Flamengo ;0.0;fora;ruim
Rodrigo Júnior Paula Silva;68886;29;zag;Provável;10.7;5.49;3.31;Fluminense;0;1;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;sim;vitoria ;Paraná ;4 x 0;Flamengo ;0.0;fora;ruim
Welington Pereira Rodrigues;68887;29;zag;Provável;6.5;5.71;2.76;Fluminense;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;sim;vitoria ;Paraná ;4 x 0;Flamengo ;0.0;fora;ruim
Leonardo Moreira Morais;69177;29;lat;Provável;5.2;4.62;3.4;Fluminense;0;0;0;3;0;1;1;1;1;0;1;0;0;0;0;0;0;0;sim;vitoria ;Paraná ;4 x 0;Flamengo ;0.0;fora;ruim
Jadson Alves dos Santos;80129;29;mei;Provável;15.4;7.65;2.31;Fluminense;2;0;2;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;sim;vitoria ;Paraná ;4 x 0;Flamengo ;0.0;fora;ruim
Luciano da Rocha Neves;80287;29;ata;Provável;7.6;5.58;3.35;Fluminense;0;1;0;0;1;2;0;0;2;0;0;0;0;0;0;0;0;0;sim;vitoria ;Paraná ;4 x 0;Flamengo ;0.0;fora;ruim
Richard Cándido Coelho;86711;29;mei;Provável;8.2;14.87;4.55;Fluminense;4;0;1;1;1;0;2;0;7;0;0;0;0;0;0;0;0;0;sim;vitoria ;Paraná ;4 x 0;Flamengo ;0.0;fora;ruim
Júnior Nazareno Sornoza Moreira;87877;29;mei;Provável;0.0;7.77;2.19;Fluminense;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Paraná ;4 x 0;Flamengo ;0.0;fora;ruim
Ayrton Lucas Dantas de Medeiros;88393;29;lat;Provável;8.9;11.13;4.93;Fluminense;0;0;1;2;0;0;2;0;3;0;1;0;0;0;0;0;0;0;sim;vitoria ;Paraná ;4 x 0;Flamengo ;0.0;fora;bom
Everaldo Silva do Nascimento;91151;29;ata;Provável;12.7;5.18;4.53;Fluminense;1;0;1;3;0;0;2;0;7;2;0;0;0;0;0;0;0;0;sim;vitoria ;Paraná ;4 x 0;Flamengo ;0.0;fora;ruim
Roger Ibañaez da Silva;97803;29;zag;Provável;6.1;4.78;2.85;Fluminense;0;1;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;sim;vitoria ;Paraná ;4 x 0;Flamengo ;0.0;fora;ruim
Douglas dos Santos;38738;29;mei;Provável;0.0;5.28;1.55;Grêmio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Bahia ;2 x 2;Palmeiras;85.64;fora;ruim
Renato Portaluppi;41929;29;tec;Provável;4.6;14.56;4.85;Grêmio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;empate ;Bahia ;2 x 2;Palmeiras;85.64;fora;ruim
Marcelo Oliveira Ferreira;50328;29;lat;Dúvida;0.0;2.91;2.4;Grêmio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Bahia ;2 x 2;Palmeiras;85.64;fora;ruim
André Felipe Ribeiro de Souza;68690;29;ata;Dúvida;0.3;7.15;1.89;Grêmio;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;empate ;Bahia ;2 x 2;Palmeiras;85.64;fora;ruim
Jonathan Doin;68817;29;zag;Provável;0.0;8.34;5.76;Grêmio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Bahia ;2 x 2;Palmeiras;85.64;fora;ruim
Paulo Victor Mileo Vidotti;68873;29;gol;Provável;1.0;6.38;3.48;Grêmio;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;sim;empate ;Bahia ;2 x 2;Palmeiras;85.64;fora;ruim
Mário Sérgio Santos Costa ;68952;29;ata;Provável;0.9;10.67;3.76;Grêmio;1;0;2;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;sim;empate ;Bahia ;2 x 2;Palmeiras;85.64;fora;ruim
Matheus Simonete Bressanelli;72491;29;zag;Provável;0.0;8.73;4.93;Grêmio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Bahia ;2 x 2;Palmeiras;85.64;fora;ruim
Leonardo Gomes daConceição Silva;86973;29;lat;Provável;-0.6;4.57;5.72;Grêmio;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;sim;empate ;Bahia ;2 x 2;Palmeiras;85.64;fora;ruim
Eduardo Gabriel Aquino Cossa;91201;29;ata;Provável;0.0;3.25;2.54;Grêmio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Bahia ;2 x 2;Palmeiras;85.64;fora;ruim
Kaio Silva Mendes;92574;29;mei;Dúvida;0.0;2.92;1.56;Grêmio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Bahia ;2 x 2;Palmeiras;85.64;fora;ruim
Luis Antônio da Rocha Junior;94968;29;lat;Dúvida;8.8;5.86;5.28;Grêmio;3;0;0;5;1;0;2;1;4;0;0;0;0;0;0;0;0;0;sim;empate ;Bahia ;2 x 2;Palmeiras;85.64;fora;ruim
Jean Pyerre Casagrande Silveira Correa;98832;29;mei;Dúvida;0.0;2.27;1.35;Grêmio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Bahia ;2 x 2;Palmeiras;85.64;fora;ruim
Matheus Henrique de Souza;100742;29;mei;Provável;0.0;1.04;1.02;Grêmio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Bahia ;2 x 2;Palmeiras;85.64;fora;ruim
Thonny Anderson da Silva Carvalho;101484;29;mei;Dúvida;0.0;4.84;2.49;Grêmio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Bahia ;2 x 2;Palmeiras;85.64;fora;ruim
Andrés Nicolas Dalessandro;62023;29;mei;Provável;5.7;5.4;1.16;Internacional;0;0;1;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;sim;derrota ;Sport ;1 x 2;São Paulo ;29.78;casa;ruim
Edenílson Andrade Dos Santos;63289;29;mei;Provável;0.0;8.66;2.82;Internacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Sport ;1 x 2;São Paulo ;29.78;casa;ruim
Marcelo Lomba do Nascimento;68872;29;gol;Provável;-0.5;7.82;5.6;Internacional;0;0;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;0;sim;derrota ;Sport ;1 x 2;São Paulo ;29.78;casa;ruim
Leandro Damião da Silva dos Santos;68953;29;ata;Dúvida;0.0;10.18;3.98;Internacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Sport ;1 x 2;São Paulo ;29.78;casa;exelente
William de Oliveira Pottker;77809;29;ata;Dúvida;0.0;5.0;3.28;Internacional;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Sport ;1 x 2;São Paulo ;29.78;casa;ruim
Rodrigo Dourado Cunha;78865;29;mei;Provável;0.7;10.32;3.63;Internacional;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;sim;derrota ;Sport ;1 x 2;São Paulo ;29.78;casa;ruim
Víctor Leandro Cuesta;79113;29;zag;Provável;0.0;18.79;7.0;Internacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Sport ;1 x 2;São Paulo ;29.78;casa;exelente
Fabiano Leissmann;79887;29;lat;Provável;-1.7;8.32;3.22;Internacional;0;0;0;0;0;0;1;1;4;0;0;0;0;0;0;0;0;0;sim;derrota ;Sport ;1 x 2;São Paulo ;29.78;casa;ruim
Patrick Bezerra do Nascimento;83433;29;mei;Provável;7.1;17.12;6.24;Internacional;3;1;1;0;0;0;5;0;3;0;0;0;0;0;0;0;0;0;sim;derrota ;Sport ;1 x 2;São Paulo ;29.78;casa;bom
Nicolás Federico López Alonso;84709;29;ata;Provável;13.3;16.66;5.88;Internacional;1;1;0;2;1;0;3;0;3;0;0;0;0;0;0;0;0;0;sim;derrota ;Sport ;1 x 2;São Paulo ;29.78;casa;exelente
Emerson Raymundo Santos;86972;29;zag;Provável;4.9;3.36;4.0;Internacional;0;0;0;2;0;0;3;0;2;0;0;0;0;0;0;0;0;0;sim;derrota ;Sport ;1 x 2;São Paulo ;29.78;casa;ruim
Odair Hellmann;92273;29;tec;Provável;3.03;12.44;4.95;Internacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;derrota ;Sport ;1 x 2;São Paulo ;29.78;casa;bom
Iago Amaral Borduchi;97868;29;lat;Provável;0.6;11.09;4.57;Internacional;3;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;sim;derrota ;Sport ;1 x 2;São Paulo ;29.78;casa;ruim
Eduardo Luiz Abonizio de Souza;37657;29;zag;Provável;0.0;6.15;1.62;Palmeiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;São Paulo ;2 x 0;Grêmio ;55.2;casa;ruim
Fernando Buttenbender Prass;38140;29;gol;Dúvida;0.0;9.55;1.7;Palmeiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;São Paulo ;2 x 0;Grêmio ;55.2;casa;ruim
Felipe Melo de Carvalho;38545;29;mei;Provável;0.4;3.17;1.65;Palmeiras;1;0;0;4;0;0;1;1;2;0;0;0;0;0;0;0;0;0;sim;vitoria ;São Paulo ;2 x 0;Grêmio ;55.2;casa;ruim
Willian Gomes de Siqueira;42116;29;ata;Dúvida;0.4;12.06;5.39;Palmeiras;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;sim;vitoria ;São Paulo ;2 x 0;Grêmio ;55.2;casa;bom
Luiz Felipe Scolari;43618;29;tec;Provável;7.14;14.73;5.88;Palmeiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;vitoria ;São Paulo ;2 x 0;Grêmio ;55.2;casa;bom
Jean Raphael Vanderlei Moreira;62047;29;lat;Provável;0.0;6.53;3.27;Palmeiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;São Paulo ;2 x 0;Grêmio ;55.2;casa;bom
Moisés lima Magalhães;63158;29;mei;Dúvida;3.5;5.64;2.65;Palmeiras;0;0;0;1;0;0;3;0;5;0;0;0;0;0;0;0;0;0;sim;vitoria ;São Paulo ;2 x 0;Grêmio ;55.2;casa;ruim
Diogo Barbosa Mendanha;70916;29;lat;Dúvida;0.0;9.64;3.46;Palmeiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;São Paulo ;2 x 0;Grêmio ;55.2;casa;bom
Bruno Henrique Corsini;70944;29;mei;Dúvida;0.5;10.13;4.26;Palmeiras;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;vitoria ;São Paulo ;2 x 0;Grêmio ;55.2;casa;ruim
Weverton Pereira da Silva;71631;29;gol;Dúvida;10.7;9.57;4.61;Palmeiras;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;sim;vitoria ;São Paulo ;2 x 0;Grêmio ;55.2;casa;ruim
Antônio Carlos Cunha Capocasali Júnior;79702;29;zag;Provável;0.0;8.19;3.16;Palmeiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;São Paulo ;2 x 0;Grêmio ;55.2;casa;ruim
Lucas Rafael Araujo Lima;80583;29;mei;Provável;9.9;7.78;3.45;Palmeiras;3;0;1;2;0;0;7;0;3;0;0;0;0;0;0;0;0;0;sim;vitoria ;São Paulo ;2 x 0;Grêmio ;55.2;casa;ruim
Hyoran Kaue Dalmoro;85931;29;mei;Provável;-0.6;5.34;3.47;Palmeiras;3;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;sim;vitoria ;São Paulo ;2 x 0;Grêmio ;55.2;casa;ruim
Victor Luis Chuab Zamblauskas;86410;29;lat;Dúvida;3.4;8.5;4.9;Palmeiras;1;0;1;2;0;0;0;1;3;0;1;0;0;0;0;0;0;0;sim;vitoria ;São Paulo ;2 x 0;Grêmio ;55.2;casa;ruim
Gustavo Henrique Furtado Scarpa;87999;29;mei;Dúvida;0.0;9.08;2.23;Palmeiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;São Paulo ;2 x 0;Grêmio ;55.2;casa;ruim
Deyverson Brum Silva Acosta;92708;29;ata;Provável;8.3;7.44;4.51;Palmeiras;3;1;0;5;1;2;0;0;3;0;0;0;0;0;0;0;0;0;sim;vitoria ;São Paulo ;2 x 0;Grêmio ;55.2;casa;exelente
Silvio José Cardoso Reis Junior;71799;29;ata;Provável;-2.3;7.94;3.56;Paraná;3;0;1;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;sim;derrota ;Fluminense ;0 x 4;Bahia ;42.22;fora;ruim
Rayan Poltronieri Pereira;73923;29;zag;Provável;0.0;2.51;1.06;Paraná;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Fluminense ;0 x 4;Bahia ;42.22;fora;ruim
Renê Ferreira dos Santos;73978;29;zag;Provável;3.2;5.49;2.55;Paraná;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;sim;derrota ;Fluminense ;0 x 4;Bahia ;42.22;fora;bom
Richard de Oliveira da Costa;78851;29;gol;Provável;-2.0;4.58;2.02;Paraná;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;sim;derrota ;Fluminense ;0 x 4;Bahia ;42.22;fora;bom
Claudinei dos Santos Oliveira;84761;29;tec;Provável;0.06;8.7;3.14;Paraná;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;derrota ;Fluminense ;0 x 4;Bahia ;42.22;fora;ruim
Alex Paulo Menezes Santana;85465;29;mei;Provável;3.5;4.25;3.46;Paraná;2;0;2;1;0;0;2;0;2;0;0;0;0;0;0;0;0;0;sim;derrota ;Fluminense ;0 x 4;Bahia ;42.22;fora;ruim
Leandro Vilela Sales Teixeira;88687;29;mei;Provável;1.0;4.44;1.98;Paraná;1;0;0;0;0;0;2;0;5;0;0;0;0;0;0;0;0;0;sim;derrota ;Fluminense ;0 x 4;Bahia ;42.22;fora;ruim
Igor Aquino da Silva;91639;29;lat;Provável;0.0;2.72;2.02;Paraná;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Fluminense ;0 x 4;Bahia ;42.22;fora;ruim
Carlos Jamisson Teles dos Santos Júnior;94935;29;lat;Provável;0.5;0.94;-0.4;Paraná;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;derrota ;Fluminense ;0 x 4;Bahia ;42.22;fora;ruim
Ozealisson Santos Gomes;95210;29;lat;Provável;0.0;9.29;5.68;Paraná;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Fluminense ;0 x 4;Bahia ;42.22;fora;exelente
Rafael Santiago Gonçalves;95803;29;ata;Provável;0.0;3.13;1.83;Paraná;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Fluminense ;0 x 4;Bahia ;42.22;fora;ruim
Deivid Anacleto de Souza;97155;29;ata;Provável;0.2;2.0;0.23;Paraná;3;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;sim;derrota ;Fluminense ;0 x 4;Bahia ;42.22;fora;ruim
Alexi Stival;42411;29;tec;Provável;5.63;11.27;4.88;Santos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;vitoria ;Vitória ;1 x 0;Corinthians ;22.58;casa;bom
Vanderlei Farias da Silva;62121;29;gol;Provável;8.0;15.78;4.28;Santos;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;sim;vitoria ;Vitória ;1 x 0;Corinthians ;22.58;casa;bom
José Rodolfo Pires Ribeiro;68727;29;lat;Provável;17.8;14.26;5.79;Santos;2;1;0;2;0;0;5;0;3;1;1;0;0;0;0;0;0;0;sim;vitoria ;Vitória ;1 x 0;Corinthians ;22.58;casa;exelente
Victor Ferraz Macedo;70046;29;lat;Provável;5.6;11.74;5.38;Santos;1;0;1;0;0;0;1;0;4;0;1;0;0;0;0;0;0;0;sim;vitoria ;Vitória ;1 x 0;Corinthians ;22.58;casa;exelente
Alison Lopes Ferreira;73974;29;mei;Provável;1.4;7.55;2.62;Santos;4;0;0;0;0;0;4;1;2;0;0;0;0;0;0;0;0;0;sim;vitoria ;Vitória ;1 x 0;Corinthians ;22.58;casa;ruim
Gustavo Henrique Vernes;78248;29;zag;Provável;5.7;6.57;4.42;Santos;3;0;0;2;0;0;1;0;1;0;1;0;0;0;0;0;0;0;sim;vitoria ;Vitória ;1 x 0;Corinthians ;22.58;casa;bom
Luiz Felipe do Nascimento dos Santos;79035;29;zag;Provável;6.2;4.17;3.14;Santos;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;sim;vitoria ;Vitória ;1 x 0;Corinthians ;22.58;casa;bom
Carlos Andrés Sanchez Arcosa;81677;29;mei;Provável;5.1;9.81;3.89;Santos;2;0;0;2;1;0;0;1;3;0;0;0;0;0;0;0;0;0;sim;vitoria ;Vitória ;1 x 0;Corinthians ;22.58;casa;ruim
Gabriel Barbosa Almeida;83257;29;ata;Provável;5.0;14.95;6.13;Santos;1;0;1;2;0;1;3;0;1;0;0;0;0;0;0;0;0;0;sim;vitoria ;Vitória ;1 x 0;Corinthians ;22.58;casa;bom
Bruno Henrique Pinto;90285;29;ata;Provável;-0.5;9.38;1.56;Santos;6;0;2;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;sim;vitoria ;Vitória ;1 x 0;Corinthians ;22.58;casa;bom
Diego Cristiano Evaristo;94156;29;mei;Provável;1.5;4.04;2.83;Santos;4;0;1;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;sim;vitoria ;Vitória ;1 x 0;Corinthians ;22.58;casa;ruim
Arthur Gomes Lourenço;96966;29;ata;Provável;0.0;2.57;0.68;Santos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Vitória ;1 x 0;Corinthians ;22.58;casa;ruim
Michel Fernandes Bastos;37607;29;mei;Dúvida;8.0;4.5;2.71;Sport;2;1;2;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;sim;vitoria ;Internacional ;2 x 1;Atlético-PR;103.75;fora ;ruim
Ernando Rodrigues Lopes;49651;29;zag;Provável;0.0;4.47;1.9;Sport;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Internacional ;2 x 1;Atlético-PR;103.75;fora ;ruim
Hernane Vidal Souza;72386;29;ata;Dúvida;0.0;4.41;3.35;Sport;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Internacional ;2 x 1;Atlético-PR;103.75;fora ;ruim
Gabriel Santana Pinto;73515;29;mei;Provável;4.9;5.32;2.68;Sport;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;sim;vitoria ;Internacional ;2 x 1;Atlético-PR;103.75;fora ;ruim
Marcos Antônio Almeida Silva;78856;29;mei;Provável;2.9;3.79;2.08;Sport;0;0;1;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;sim;vitoria ;Internacional ;2 x 1;Atlético-PR;103.75;fora ;ruim
Johnath Marlone Azevedo da Silva;80944;29;mei;Provável;3.2;8.17;2.62;Sport;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;sim;vitoria ;Internacional ;2 x 1;Atlético-PR;103.75;fora ;ruim
Jair Rodrigues Júnior;81091;29;mei;Provável;7.4;4.6;2.94;Sport;1;0;0;1;0;1;7;1;2;0;0;0;0;0;0;0;0;0;sim;vitoria ;Internacional ;2 x 1;Atlético-PR;103.75;fora ;ruim
Raul Prata;84855;29;lat;Provável;-2.9;7.72;2.63;Sport;1;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;sim;vitoria ;Internacional ;2 x 1;Atlético-PR;103.75;fora ;ruim
Milton Mendes;86486;29;tec;Provável;3.72;6.83;1.93;Sport;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;vitoria ;Internacional ;2 x 1;Atlético-PR;103.75;fora ;ruim
Adryelson Shawann Lima Silva;91664;29;zag;Provável;0.0;2.49;4.0;Sport;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;vitoria ;Internacional ;2 x 1;Atlético-PR;103.75;fora ;ruim
Sander Henrique Bortolotto;95843;29;lat;Provável;5.4;11.61;5.3;Sport;2;0;1;2;0;0;5;1;3;0;0;0;0;0;0;0;0;0;sim;vitoria ;Internacional ;2 x 1;Atlético-PR;103.75;fora ;ruim
Maílson Tenório dos Santos ;98034;29;gol;Provável;0.0;5.2;5.6;Sport;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Internacional ;2 x 1;Atlético-PR;103.75;fora ;ruim
Mateus Gonçalves Martins;103076;29;ata;Provável;7.6;2.03;1.72;Sport;1;1;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;sim;vitoria ;Internacional ;2 x 1;Atlético-PR;103.75;fora ;ruim
Anderson Luiz de Carvalho;38913;29;mei;Provável;-0.4;10.39;4.53;São Paulo;1;0;0;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;sim;derrota ;Palmeiras ;0 x 2;Internacional ;36.33;fora;ruim
Hudson Rodrigues dos Santos;50324;29;mei;Provável;9.5;8.88;3.77;São Paulo;2;0;2;4;0;0;5;0;2;0;0;0;0;0;0;0;0;0;sim;derrota ;Palmeiras ;0 x 2;Internacional ;36.33;fora;ruim
Jucilei da Silva;63422;29;mei;Provável;2.2;7.48;3.57;São Paulo;2;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;sim;derrota ;Palmeiras ;0 x 2;Internacional ;36.33;fora;ruim
Diego Souza de Andrade;68911;29;mei;Provável;0.1;11.19;4.48;São Paulo;1;0;1;3;0;1;0;0;4;0;0;0;0;0;0;0;0;0;sim;derrota ;Palmeiras ;0 x 2;Internacional ;36.33;fora;ruim
Joao Robin Rojas Mendoza;70784;29;ata;Provável;5.2;9.69;4.9;São Paulo;0;2;0;3;0;0;3;1;4;0;0;0;0;0;0;0;0;0;sim;derrota ;Palmeiras ;0 x 2;Internacional ;36.33;fora;ruim
Bruno Fabiano Alves;73620;29;zag;Provável;4.0;9.09;3.67;São Paulo;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;sim;derrota ;Palmeiras ;0 x 2;Internacional ;36.33;fora;ruim
Diego Vicente Aguirre Camblor;73766;29;tec;Provável;2.48;11.77;4.47;São Paulo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;derrota ;Palmeiras ;0 x 2;Internacional ;36.33;fora;ruim
Rodrigo Caio Roquette Russo;73800;29;zag;Provável;0.0;9.96;3.18;São Paulo;2;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Palmeiras ;0 x 2;Internacional ;36.33;fora;ruim
Reinaldo Manoel da Silva;78850;29;lat;Provável;2.5;11.92;5.51;São Paulo;1;0;1;2;0;0;2;0;6;0;0;0;0;0;0;0;0;0;sim;derrota ;Palmeiras ;0 x 2;Internacional ;36.33;fora;bom
Jean Paulo Fernandes Filho;90933;29;gol;Provável;0.0;4.58;-2.65;São Paulo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Palmeiras ;0 x 2;Internacional ;36.33;fora;ruim
Robert Abel Arboleda Escobar;91573;29;zag;Provável;0.0;8.84;3.17;São Paulo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Palmeiras ;0 x 2;Internacional ;36.33;fora;ruim
