atletas.nome;atletas.rodada_id;atletas.posicao_id;atletas.status_id;atletas.preco_num;atletas.clube.id.full.name;confronto.atual;sede.rodada.atual;classificacao_F;classificacao;;;;Bom;"
Excelente";Ruim
Maximiliano Gastón López;28;ata;Provável;9.24;Vasco;Botafogo ;fora;ruim;bom;;;;;;
Ramon de Morais Motta;28;lat;Provável;7.06;Vasco;Botafogo ;fora;ruim;ruim;;;;;;
Giovanni Augusto Oliveira Cardoso;28;mei;Provável;5.91;Vasco;Botafogo ;fora;ruim;ruim;;;;;;
Fernando Miguel Kaufmann;28;gol;Provável;6.8;Vasco;Botafogo ;fora;ruim;bom;;;;;;
Glaybson Yago Souza Lisboa;28;lat;Provável;17.64;Vasco;Botafogo ;fora;ruim;ruim;;;;;;
Luiz Gustavo Tavares Conde;28;zag;Provável;3.9;Vasco;Botafogo ;fora;ruim;ruim;;;;;;
Andrés Lorenzo Ríos;28;ata;Provável;7.53;Vasco;Botafogo ;fora;ruim;bom;;;;;;
Alberto Valentim do Carmo Neto;28;tec;Provável;9.13;Vasco;Botafogo ;fora;ruim;ruim;;;;;;
Raul Lô Gonçalves;28;mei;Provável;2.63;Vasco;Botafogo ;fora;ruim;ruim;;;;;;
Andrey Ramos do Nascimento;28;mei;Provável;8.11;Vasco;Botafogo ;fora;ruim;ruim;;;;;;
Paulo César Carpegiani;28;tec;Provável;8.19;Vitória;Santos ;fora;ruim;ruim;;;;;;
Fabiano da Silva Souza;28;lat;Provável;5.57;Vitória;Santos ;fora;ruim;ruim;;;;;;
Jeferson de Araújo de Carvalho;28;lat;Provável;5.52;Vitória;Santos ;fora;ruim;ruim;;;;;;
Ramon Menezes Roma;28;zag;Provável;3.67;Vitória;Santos ;fora;ruim;ruim;;;;;;
José Rodrigo Andrade Ramos;28;mei;Provável;0.92;Vitória;Santos ;fora;ruim;ruim;;;;;;
Lucas Fernandes;28;ata;Provável;7.13;Vitória;Santos ;fora;ruim;bom;;;;;;
Ronaldo de Oliveira Strada;28;gol;Provável;4.23;Vitória;Santos ;fora;ruim;ruim;;;;;;
Aderllan Leandro de Jesus Santos;28;zag;Provável;3.26;Vitória;Santos ;fora;ruim;ruim;;;;;;
Walter Bou;28;ata;Provável;4.14;Vitória;Santos ;fora;ruim;ruim;;;;;;
Erick de Arruda Serafim;28;ata;Provável;6.29;Vitória;Santos ;fora;ruim;ruim;;;;;;
Leonardo Silva Gomes;28;mei;Provável;0.78;Vitória;Santos ;fora;ruim;ruim;;;;;;
