atletas.nome;atletas.rodada_id;atletas.posicao_id;atletas.status_id;atletas.preco_num;atletas.clube.id.full.name;confronto.atual;sede.rodada.atual;classificacao_F;classificacao;;;;Bom;Excelente;Ruim
Willian Roberto Farias;30;mei;Provável;4.68;Vitória;Corinthians ;casa;ruim;ruim;;;;;;
Rhayner Santos Nascimento;30;ata;Provável;9.51;Vitória;Corinthians ;casa;bom;excelente;;;;;;
Fabiano da Silva Souza;30;lat;Provável;6.87;Vitória;Corinthians ;casa;ruim;bom;;;;;;
Neilton Meira Mestzk;30;ata;Provável;12.24;Vitória;Corinthians ;casa;ruim;bom;;;;;;
Jeferson de Araújo de Carvalho;30;lat;Provável;5.02;Vitória;Corinthians ;casa;bom;ruim;;;;;;
Leonardo de Sousa Pereira;30;ata;Provável;6.21;Vitória;Corinthians ;casa;ruim;ruim;;;;;;
Ramon Menezes Roma;30;zag;Provável;5.02;Vitória;Corinthians ;casa;ruim;ruim;;;;;;
José Rodrigo Andrade Ramos;30;mei;Provável;1.02;Vitória;Corinthians ;casa;ruim;ruim;;;;;;
Ronaldo de Oliveira Strada;30;gol;Provável;4.02;Vitória;Corinthians ;casa;ruim;ruim;;;;;;
Erick de Arruda Serafim;30;ata;Provável;8.39;Vitória;Corinthians ;casa;ruim;excelente;;;;;;
Lucas Ribeiro dos Santos;30;zag;Provável;3.24;Vitória;Corinthians ;casa;ruim;ruim;;;;;;
