atletas.nome;atletas.rodada_id;atletas.posicao_id;atletas.status_id;atletas.preco_num;atletas.clube.id.full.name;confronto.atual;sede.rodada.atual;classificacao_F;classificacao;;;;Bom ;Excelente;Ruim
Paulo César Carpegiani;29;tec;Provável;9.01;Vitória;Chapecoense ;fora;ruim;bom;;;;;;
Willian Roberto Farias;29;mei;Provável;4.25;Vitória;Chapecoense ;fora;ruim;ruim;;;;;;
Fabiano da Silva Souza;29;lat;Provável;6.7;Vitória;Chapecoense ;fora;ruim;bom;;;;;;
Jeferson de Araújo de Carvalho;29;lat;Provável;6.3;Vitória;Chapecoense ;fora;ruim;bom;;;;;;
José Rodrigo Andrade Ramos;29;mei;Provável;1.09;Vitória;Chapecoense ;fora;ruim;ruim;;;;;;
Lucas Fernandes;29;ata;Provável;8.13;Vitória;Chapecoense ;fora;ruim;excelente;;;;;;
Ronaldo de Oliveira Strada;29;gol;Provável;5.96;Vitória;Chapecoense ;fora;ruim;bom;;;;;;
Bruno Bispo dos Anjos;29;zag;Provável;4.84;Vitória;Chapecoense ;fora;ruim;ruim;;;;;;
Aderllan Leandro de Jesus Santos;29;zag;Provável;3.82;Vitória;Chapecoense ;fora;ruim;ruim;;;;;;
Walter Bou;29;ata;Provável;4.43;Vitória;Chapecoense ;fora;bom;ruim;;;;;;
Erick de Arruda Serafim;29;ata;Provável;8.4;Vitória;Chapecoense ;fora;ruim;excelente;;;;;;
Leonardo Silva Gomes;29;mei;Provável;0.77;Vitória;Chapecoense ;fora;ruim;ruim;;;;;;
